파일	줄	문장 앞 60자	종류(rule|claim|evidence|connective|other)	Why 있음(예/아니오)	근거 경로(있으면)	판정(keep|rewrite|delete)	이유
system/PRD-session-memory.md	347	D13은 Phase 2에 스킬 4종을 둔다.	rule	예	.claude/commands/dossier.md:1-4	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/PRD-session-memory.md	348	D14 memory-map은 스키마 생성과 손 작성 중 고른다.	rule	예	tools/build_memory_map.py:1-5	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	350	D15 결정 기록은 단일 append와 건별 파일 중 고른다.	rule	예	system/decisions.md:6-8	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	353	결정 기록 절 제목	connective	아니오		keep	감사 가능한 결정 기록 규약을 도입한다.
system/PRD-session-memory.md	355	모든 설계 결정은 이유·맥락·기각 대안과 함께 남긴다.	rule	예	paper:2608.11095; system/PRD-session-memory.md:18-23	keep	기록 없는 결정의 재논의와 근거 부패가 이유다.
system/PRD-session-memory.md	359	결정은 system/decisions.md 단일 append, 건당 5줄 이하다.	rule	예	system/decisions.md:6-8	keep	단일 감사 사슬과 낮은 기록 비용을 함께 유지한다.
system/PRD-session-memory.md	360	DR은 번호·날짜·상태·결정·맥락·기각 대안·참조를 담는다.	rule	예	system/PRD-session-memory.md:355-357	keep	이유와 변경 이력을 감사하려면 필요한 필드다.
system/PRD-session-memory.md	364	정원사는 superseded 미표기와 근거 없는 결정을 검출한다.	rule	예	paper:2608.11095	keep	낡은 결정과 근거 부패를 자동 탐지하기 위함이다.
system/PRD-session-memory.md	366	스키마 정본 절 제목	connective	아니오		keep	단일 스키마 원칙을 도입한다.
system/PRD-session-memory.md	368	스키마가 세 번 적히면 썩으므로 memlib 선언부 하나를 정본으로 둔다.	rule	예	tools/memlib.py:2-6	keep	중복 정의의 드리프트를 막고 import로 공유한다.
system/PRD-session-memory.md	371	정의 대상은 구현 시 memlib에 기입하고 변경은 DR로 남긴다.	rule	예	system/PRD-session-memory.md:353-369	keep	단일 정본과 결정 감사 사슬을 유지한다.
system/PRD-session-memory.md	372	journal 줄은 timezone·type·ref를 갖는 고정 문법을 쓴다.	rule	예	tools/memlib.py:303-352	keep	쓰기 시 검증 가능한 단일 사건 스키마를 만든다.
system/PRD-session-memory.md	374	journal visibility는 별도 allowlist와 하향 override, legacy 고정을 쓴다	rule	예	decision:KIT-DR-006; system/memory-config.json:30-36	keep	상태 레지스트리와 보안 분류를 분리해 소급 공개를 막는다.
system/PRD-session-memory.md	374	설정 오류는 local fail-close하고 mutation마다 경고를 한 번 낸다.	rule	예	test:tools/test_state_runtime.py:201-209	keep	privacy fail-open과 침묵 실패를 막는 이유다.
system/PRD-session-memory.md	376	track 온도판과 보안 분류 레지스트리를 겸용하지 않는다.	rule	예	decision:KIT-DR-006	keep	상태 표시 변경이 공개 범위를 바꾸는 결합을 막는다.
system/PRD-session-memory.md	377	NOW 섹션은 생성시각부터 정본 포인터까지 고정 순서다.	rule	예	tools/now.py:300-325	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/PRD-session-memory.md	379	서류철은 다섯 칸 고정 헤더를 쓴다.	rule	예	system/PRD-session-memory.md:175-179	keep	복귀에 필요한 논증 상태를 빠짐없이 찾기 위함이다.
system/PRD-session-memory.md	380	정원사 리포트는 증거·제안·위험과 판정 대기를 담는다.	rule	예	system/PRD-session-memory.md:211-223	keep	제안과 집행을 분리하고 사람이 위험을 판정하게 한다.
system/PRD-session-memory.md	381	DR 엔트리는 §8 형식을 따른다.	rule	예	system/PRD-session-memory.md:355-364	keep	감사 가능한 결정 필드를 한 형식으로 유지한다.
system/PRD-session-memory.md	382	now.py log는 스키마 위반 줄을 쓰기 시점에 거부한다.	rule	예	tools/memlib.py:342-352	keep	사후 정리보다 오염 전 차단이 싸다는 이유가 있다.
system/PRD-session-memory.md	384	자동화 계층 절 제목	connective	아니오		keep	훅·스킬·워크플로·핸드오프를 묶는다.
system/PRD-session-memory.md	386	같은 보증을 인프라·도구·탐지의 3층으로 제공한다.	rule	예	decision:KIT-DR-003	keep	한 층의 실패가 전체 복구 경로를 없애지 않게 한다.
system/PRD-session-memory.md	389	훅 절 제목과 표 머리	connective	아니오		keep	훅별 동작과 이유를 구조화한다.
system/PRD-session-memory.md	392	훅 표 구분선	connective	아니오		keep	표의 머리와 본문을 구분한다.
system/PRD-session-memory.md	394	PreCompact는 컴팩션 발생 사건을 기록한다.	rule	예	tools/now.py:703; .claude/settings.json:13-20	keep	후속 세션이 요약 경계 시점을 알게 한다.
system/PRD-session-memory.md	395	UserPromptSubmit에는 기존 타임스탬프 외 추가하지 않는다.	rule	예	system/PRD-session-memory.md:57	keep	상시 규칙과 훅의 불필요한 노이즈를 늘리지 않는다.
system/PRD-session-memory.md	398	doctor direct 검사는 fired/effect를 PASS로 올리지 않고 canary로만 검증한다.	rule	예	tools/doctor.py:273-293; tools/hook_canary.py:1-106	keep	명령 유효성과 dispatcher 실제 효과를 구분한다.
system/PRD-session-memory.md	398	훅은 백업이지 유일 경로가 아니다.	rule	예	AGENTS.md:28-34	keep	수동 NOW 읽기와 check가 자동화 실패 시 복구 경로로 남는다.
system/PRD-session-memory.md	402	스킬 절 제목	connective	아니오		keep	소유자용 진입점을 도입한다.
system/PRD-session-memory.md	404	/now·/recall·/dossier·/garden은 각 의식을 같은 절차로 실행한다.	rule	예	.claude/commands/dossier.md:1-4; .claude/commands/garden.md:1-2	keep	호출자에 따라 복귀·검증 절차가 달라지지 않게 한다.
system/PRD-session-memory.md	408	워크플로 절 제목	connective	아니오		keep	위임 에이전트 실행 규약을 도입한다.
system/PRD-session-memory.md	410	정원사는 wf_gardener.js이며 스키마 강제와 flag→adjudicate를 쓴다.	other	예	tools/wf_gardener.js:1-7	keep	현재 workflow 정의와 일치한다.
system/PRD-session-memory.md	411	리포트→세션 요약→사람 판정→집행→journal+DR 순서로 실행한다.	rule	예	system/PRD-session-memory.md:211-223	keep	제안과 비가역 집행 사이에 사람 판정을 둔다.
system/PRD-session-memory.md	411	서류철 검증은 recall 증거를 붙인 제안만 낸다.	rule	예	tools/wf_gardener.js:67-88	keep	파생 요약을 자기 근거로 쓰지 않고 집행을 분리한다.
system/PRD-session-memory.md	414	핸드오프 계약 절 제목	connective	아니오		keep	런타임 공통 복귀 순서를 도입한다.
system/PRD-session-memory.md	416	NOW 합친 view→journal 최근 약 20줄→서류철→recall 순서로 읽는다.	rule	예	AGENTS.md:28-45	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/PRD-session-memory.md	418	플레인 파일이므로 별도 핸드오프 없이 NOW를 세션 HANDOFF로 쓴다.	rule	예	system/PRD-session-memory.md:416-417	keep	플랫폼별 파생 문서의 드리프트를 만들지 않기 위함이다.
system/PRD-session-memory.md	419	공통 규약 정본은 AGENTS.md이고 Claude는 exact import한다.	rule	예	decision:KIT-DR-007; AGENTS.md:1-4	keep	첫 mirror drift 뒤 지시 사본을 하나로 줄인 결정과 맞는다.
system/PRD-session-memory.md	422	fresh bounded worker 절 제목	connective	예	decision:KIT-DR-007	keep	광역 작업 격리 계약을 도입한다.
system/PRD-session-memory.md	424	광역 독해·감사·토론은 fresh ephemeral worker로 격리하고 4,096-byte receipt	rule	예	decision:KIT-DR-007; tools/fresh_worker.py:31	keep	광역 trace가 master context를 잠식하지 않게 한다.
system/PRD-session-memory.md	426	run record는 prompt·event·stderr·result·hash를 자기완결로 보존한다.	rule	예	decision:KIT-DR-007	keep	bounded receipt 밖의 증거를 local-private에서 감사할 수 있게 한다.
system/PRD-session-memory.md	427	Claude는 read-only, Codex는 workspace-write이며 fallback 등은 v1 밖	rule	예	decision:KIT-DR-007	keep	런타임 capability와 미지원 확장을 숨기지 않는 경계다.
system/PRD-session-memory.md	428	capability는 숨기지 않고 receipt와 meta에 쓴다.	rule	예	decision:KIT-DR-007; decision:KIT-DR-010	keep	결과의 권한 범위를 리드가 오인하지 않게 한다.
system/PRD-session-memory.md	430	2주간 광역 호출이 0이면 worker를 제거한다.	rule	예	decision:KIT-DR-007	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/PRD-session-memory.md	432	dispatch prompt는 AGENTS.md와 필요한 정본 경로를 명시한다.	rule	예	decision:KIT-DR-007	keep	훅이 꺼진 fresh worker도 동일 규약과 정본을 읽게 한다.
system/PRD-session-memory.md	432	두 adapter는 훅에 의존하지 않고 connector·network·plugin 등을 닫는다.	rule	예	decision:KIT-DR-007	keep	fresh worker의 tool boundary와 재현성을 dispatch prompt가 직접 보장한다.
system/PRD-session-memory.md	435	2026-08-29 canary에서 잔여 action을 확인했고 최종 경계를 통과했다.	evidence	예	decision:KIT-DR-007	keep	두 런타임의 경계 추가 원인과 최종 확인 결과를 기록한다.
system/PRD-session-memory.md	439	meta v2 정본은 이 절과 설계 문서이고 meta.json은 생성물이다.	rule	예	decision:KIT-DR-010	keep	정책 원문과 실행 산출물의 권위를 분리한다.
system/PRD-session-memory.md	439	meta v2는 rev·hash·usage·read_scope·scope를 기록하고 strict 때만 위반을	rule	예	decision:KIT-DR-010; tools/fresh_worker.py:31	keep	run 해석에 하네스 정체와 write-set 증거가 필요하다는 결정과 맞는다.
system/PRD-session-memory.md	439	receipt는 scope 한 줄 외 불변이고 주장마다 출처 경로를 요구한다.	rule	예	decision:KIT-DR-010	keep	상위 소비자 계약을 보존하면서 경계 위반과 근거를 드러낸다.
system/PRD-session-memory.md	441	현재 의미 계약 수동 파일럿은 2026-09-16 만료다.	other	예	system/decisions.md:10	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	443	교정 결속 실패를 14일 시험하며 계약은 삭제 가능한 private projection이다.	rule	예	system/PRD-session-memory.md:443-446	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	445	원문·유저 발화·DR은 정본이고 내부 계약은 사용자에게 추가 발화하지 않는다.	rule	예	system/PRD-info-architecture.md:68-80	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	448	표본은 assembly·binding·observation 실패 계열 각 1건으로 고정한다.	rule	예	system/PRD-session-memory.md:515	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/PRD-session-memory.md	450	한 private 파일에 PRE와 RESULT를 append하고 PRE 필드를 고정한다.	rule	예	system/PRD-session-memory.md:443-455	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	452	PRE prefix의 byte length와 SHA-256을 private journal에 남긴다.	rule	예	system/PRD-session-memory.md:443-455	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	452	RESULT는 PASS·FAIL·UNKNOWN·STALE와 근거·계열·catch·시간을 남긴다.	rule	예	system/PRD-session-memory.md:443-455	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	454	판정이 비면 절차 실패이고 미관측은 UNKNOWN이다.	rule	예	system/PRD-info-architecture.md:93-100	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	457	private leak 또는 nuance loss 각 1건이면 중단한다.	rule	예	system/PRD-session-memory.md:443-446	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	457	합격은 세 계열·중앙값 5분 이하·핵심 실패 0을 요구한다.	rule	예	system/PRD-session-memory.md:515	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
system/PRD-session-memory.md	459	최소 1건에서 계약이 실제 판단을 바꿔야 한다.	rule	예	system/PRD-session-memory.md:443-446	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	460	세 건 모두 판단을 안 바꾸면 무사고여도 폐기한다.	rule	예	system/PRD-session-memory.md:459-460	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	461	공동편집 방향 전환은 실패가 아니고 PRE 계약 누락만 센다.	rule	예	system/PRD-session-memory.md:450-454	keep	현재 corpus와 구조 리뷰를 대조해 보존 또는 표현 한정으로 재판정했다.
system/PRD-session-memory.md	464	14일 안에 세 계열이 안 차면 evidence insufficient로 만료한다.	rule	예	system/PRD-session-memory.md:515	rewrite	문장 내용은 유지하고 문서의 근거 연결 절에서 적용 목적과 실패 방지 이유를 연결했다.
